first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
Kayla,Obrien,F,7921 Robert Port Suite 343,Prairie Hill,TX,76678,31.6591,-96.8094,263,Barrister,30-05-1956,094929e299690d5439cf327f3be0336f,1325394115,31.379123,-97.555052,0
Morgan,Murray,F,2788 Brittney Island,Blairstown,MO,64726,38.5319,-93.9221,467,Agricultural consultant,27-05-1950,021e1cf84aec0f63646565e38cb756ec,1325394122,39.04432,-94.698256,0
Mary,Myers,F,39787 Pamela Fall Suite 639,Tiptonville,TN,38079,36.3846,-89.4649,5577,Geochemist,30-12-1964,00a8cba2cc072c43729870e2d621ac30,1325394180,35.392677,-89.808577,0
Lisa,Collins,F,44197 Jeffrey Port Suite 050,Bridgeport,NJ,8014,39.8016,-75.3478,504,"Engineer, control and instrumentation",17-08-1980,eafdb2cd6f4ae5a33aff1df3bda969a0,1325394276,39.319878,-75.464026,0
Christian,Roman,M,495 Fisher Throughway,Grand Junction,TN,38039,35.0659,-89.1534,1804,Clothing/textile technologist,15-10-1974,ac7a907813a3677b75f6a777976328f2,1325394285,34.968566,-89.043506,0
Robert,James,M,92021 Miranda Meadows,Tamaroa,IL,62888,38.138,-89.2231,2135,"Development worker, community",31-01-1961,865098b14222d25796e3c1715497cf2a,1325394338,38.421437,-88.791348,0
Michael,Williams,M,35822 Clayton Street Apt. 679,Great Mills,MD,20634,38.2674,-76.4954,5927,Art therapist,09-06-1973,0efd42a01dfa696cd7f9700ea7309adc,1325394347,37.386556,-76.452026,0
Bianca,Scott,F,9588 Cox Rapid Apt. 257,Atglen,PA,19310,39.9458,-75.9703,3066,Product manager,15-07-1928,be6ce9997735d76e8533d461b354450b,1325394413,40.68934,-75.037038,0
Monique,Robinson,F,07712 Marcus Divide Apt. 831,Laguna Hills,CA,92637,33.615,-117.7114,45303,Sales executive,22-12-1969,987db990882b791e835e5b589cb84abc,1325394431,33.916129,-117.095988,0
Karen,Ryan,F,82468 Michelle Village Suite 556,Joliet,IL,60432,41.5378,-88.0572,128354,"Teacher, secondary school",20-01-1992,293d75458ffff29c8beb062b26942e42,1325394519,41.345986,-87.101942,0
Corey,Jones,M,709 George Underpass Apt. 080,West Decatur,PA,16878,40.9493,-78.3129,1762,Armed forces logistics/support/administrative officer,04-05-1962,ab41841a5c10cc01a69acf4d6db51a48,1325394604,40.966241,-78.242112,0
Melinda,Gutierrez,F,1497 West Gateway,Eureka,IL,61530,40.7152,-89.2706,6713,Archivist,19-08-1945,ee95df4c6aec40419cef203ee8d03625,1325394685,41.086821,-88.481823,0
Jordan,May,M,1626 Susan Course,Aledo,TX,76008,32.7004,-97.6039,13602,Optometrist,05-07-1984,f2340cd81fa67f0cb81f6ed202c45a98,1325394702,32.979984,-98.388752,0
Dakota,Maldonado,M,369 Cochran Radial,Pelham,NC,27311,36.4899,-79.4736,3402,Insurance underwriter,24-10-1927,921e0fbe8831ca93df72e22b26d8151b,1325394751,36.174356,-79.619973,0
Krystal,Gamble,F,47152 Clayton Burg,Manchester,MD,21102,39.6747,-76.8941,11751,Clinical research associate,15-02-1964,068ececb49d98226ae529fae424232c7,1325394814,39.102729,-76.185062,0
Wayne,Marsh,M,172 Leonard Island,Dumont,CO,80436,39.7532,-105.6356,565,Mental health nurse,27-08-1978,23a79ef1e368a318c1db57a666d024d6,1325394897,40.504011,-106.561224,0
Kathleen,Heath,F,9297 Victor Rest Apt. 382,Albuquerque,NM,87116,35.0561,-106.5506,641349,Charity officer,24-01-1967,d534c24b383c65487d128d525c8d6b91,1325395005,35.977961,-107.434031,0
Mary,Lewis,F,118 Justin Extension,Bay Minette,AL,36507,30.8635,-87.7644,19090,Science writer,30-05-1929,ad18b9833487c0a5f666693ec2b45777,1325395013,31.793916,-88.668519,0
Allison,Allen,F,40624 Rebecca Spurs,De Witt,AR,72042,34.2853,-91.3336,5161,Electrical engineer,08-04-1993,9f9115024d7dc4b66abd4cac86620d36,1325395045,33.620816,-91.970425,0
Margaret,Gibson,F,382 Williams Stream Suite 197,Scotland,MD,20687,38.0828,-76.3477,313,Insurance underwriter,26-03-1976,d890787375113508f5bf226170c2affe,1325395155,37.880204,-76.895937,0
Margaret,Ward,F,244 Jeffery Rapids,Azusa,CA,91702,34.1248,-117.9031,59705,Civil Service fast streamer,23-06-1983,6c8edd752c68cb18b781380b5487e5cd,1325395157,33.437683,-117.678285,0
Larry,House,M,911 Sabrina Trafficway,Cochranton,PA,16314,41.5205,-80.0573,5507,Retail merchandiser,28-07-1973,8c53aab5f919cb16c65317e246989bbc,1325395168,42.124225,-79.201431,0
Breanna,Rodriguez,F,118 Cabrera Springs Apt. 105,Lanark Village,FL,32323,29.8826,-84.5964,217,Television production assistant,24-01-1990,54f4667b086ba188441e2594fb20f08b,1325395182,30.773425,-83.837856,0
Jonathan,Castro,M,200 Christie Mills Apt. 307,Andrews,NC,28901,35.1959,-83.8228,5354,Retail buyer,13-04-1965,3cada8a38086fd006d0018dc316714f2,1325395201,36.144585,-84.507591,0
Gregory,Graham,M,4005 Dana Glens,Methuen,MA,1844,42.728,-71.181,47249,Market researcher,22-11-1980,22648b22670e7fc0868fdefe1fb37ba6,1325395489,42.810062,-71.414507,0
Patricia,Rodriguez,F,386 Randolph Throughway,Warren,OH,44483,41.2639,-80.8164,75903,Magazine features editor,05-04-1957,ad664bb899a211f94a4c907a755e675d,1325395580,40.862123,-80.581478,0
Wayne,Payne,M,587 Bradley Inlet Suite 281,Cuyahoga Falls,OH,44223,41.1464,-81.5107,47772,Equities trader,04-01-1966,5efbab0fa690a6b6037302975d2af675,1325395592,40.289887,-80.619768,0
Kelsey,Richards,F,889 Sarah Station Suite 624,Holcomb,KS,67851,37.9931,-100.9893,2691,Arboriculturist,16-08-1993,cf12dcb5bb3f6ae370c316722ecea405,1325395647,38.918827,-100.452065,0
Susan,Hardy,F,516 Brown Parks,Manistique,MI,49854,46.0062,-86.2555,6469,Trade mark attorney,12-04-1979,c6aece788b887e8abc603d7b15c1d145,1325395665,45.913704,-86.096371,0
Susan,Hardy,F,516 Brown Parks,Manistique,MI,49854,46.0062,-86.2555,6469,Trade mark attorney,12-04-1979,d0bd90cb8679739b62e47751afc88326,1325395725,46.73099,-85.416761,0
Renee,Parrish,F,174 Jennifer Meadow Apt. 467,Mountain Park,OK,73559,34.7032,-98.9591,540,Research scientist (life sciences),12-10-1983,b4a0b84a977347181f03fc1a7bc43c6a,1325395784,34.622189,-99.357205,0
Rachel,Villarreal,F,250 Carrie Throughway,University,MS,38677,34.3396,-89.5736,4198,Curator,22-06-2001,e45f91c6af4ce371f6502a0dc9254b0c,1325395809,34.097789,-89.991146,0
Kenneth,Doyle,M,8614 Reed Glen,West Harrison,NY,10604,41.0592,-73.7395,11250,Lexicographer,16-08-1977,68f549352aa49cdafec4793f4d9670f5,1325395872,40.461367,-73.884005,0
Danielle,Evans,F,76752 David Lodge Apt. 064,Breesport,NY,14816,42.1939,-76.7361,520,Psychotherapist,13-10-1991,b401ceac6663969b2166110d95fcf4e5,1325395930,42.674876,-76.692667,0
William,Jenkins,M,50614 Kevin Point,Harper,TX,78631,30.2816,-99.241,2395,"Pharmacist, community",17-11-1993,11258c8dfd4da0bb7a3fc6e673dab600,1325395968,31.161929,-99.739361,0
Mackenzie,Salazar,F,982 Melissa Lock,Bagley,WI,53801,42.9207,-91.0685,878,Risk analyst,20-11-1974,fe928e09c1e1ffaafee9f337042bb2d5,1325396019,42.490555,-90.693676,0
Linda,Park,F,24607 Charles Mountains,Fenelton,PA,16034,40.8555,-79.7372,2054,Operations geologist,04-08-1963,722bc06711389cb93fbfef91c661f94c,1325396149,39.873208,-80.25985,0
Joanne,Padilla,F,477 Alejandro Knolls Suite 828,Gardiner,OR,97441,43.7857,-124.1437,260,"Engineer, maintenance",01-09-1956,9c47babfde0e067a090c5cea65e58835,1325396175,44.047555,-123.800294,0
Melody,Thompson,F,0362 Anderson Wall,Mound City,MO,64470,40.1362,-95.2138,1631,Architect,20-01-1953,b8e3100c6bccb605dd98a848e2c76eda,1325396176,41.071606,-94.999602,0
Margaret,Ray,F,927 Cummings Manor Suite 318,Greendale,WI,53129,42.9373,-87.9943,13973,Logistics and distribution manager,06-05-1981,490d437ce976fcc616f76026a15b2e80,1325396188,42.776576,-87.308852,0
Robert,Williams,M,09419 Lewis Rapids,Bay City,MI,48706,43.6088,-83.953,67858,Water quality scientist,13-03-1995,ab8bc9a41ba602ee6bdba55a4f8f7f6e,1325396189,44.550654,-83.541634,0
Kevin,Walters,M,87227 Tapia Burgs,Auburn,ME,4210,44.0948,-70.239,23045,Tourist information centre manager,02-09-1958,276e10849ae01af0f8694d8c236f6c59,1325396214,44.679745,-70.15094,0
Richard,Carter,M,5097 Martin Ridges,Minneapolis,MN,55403,44.9673,-93.2828,1022298,Chemical engineer,29-09-1976,0acab29ad8812f0b7c9769d7ec9f1003,1325396306,44.479202,-93.79996,0
Danielle,Hayden,F,03368 Michelle Trail,Gregory,AR,72059,35.1791,-91.2594,37,"Lecturer, further education",01-01-1958,cda77290e5c689d227eaab752e253674,1325396376,34.499079,-91.906871,0
Christine,Johnson,F,8011 Chapman Tunnel Apt. 568,Blairsden-Graeagle,CA,96103,39.8127,-120.6405,1725,Chartered legal executive (England and Wales),27-05-1967,c198762abf80d696e56eaa0646632488,1325396384,39.25212,-120.809112,0
Lisa,Mendez,F,44259 Beth Station Suite 215,Lahoma,OK,73754,36.385,-98.0727,1078,"Programme researcher, broadcasting/film/video",06-07-1952,50bc2adb99d2999b8453050ac1b552b0,1325396401,36.417694,-97.376429,0
Jeffrey,White,M,8617 Holmes Terrace Suite 651,Tuscarora,MD,21790,39.2667,-77.5101,100,"Production assistant, television",11-12-1979,285ce83bef70c5979f9cbe619902041a,1325396403,38.686194,-77.667796,0
Ashley,Mcdonald,F,3160 Tina Estates Suite 234,Marietta,SC,29661,35.0296,-82.5136,5648,Museum/gallery exhibitions officer,06-10-1934,e5f3b362311df4b8cf0d0312bcf31a5e,1325396453,35.903679,-82.459999,0
Connor,Grant,M,0654 Kevin Turnpike Apt. 084,Northport,NY,11768,40.9051,-73.3309,21902,Tour manager,16-05-1976,e84b9250a88730a6683499e0ce992655,1325396468,39.998965,-73.160266,0
Tara,Campbell,F,05050 Rogers Well Apt. 439,Rock Springs,WY,82901,41.606,-109.23,27971,Music therapist,01-08-1984,ed00708f7af7c1818bc14f4dd36036d4,1325396483,42.25722,-109.312091,0
Toni,Gomez,F,062 Carl Dam,Altona,NY,12910,44.8816,-73.6408,2148,"Surveyor, land/geomatics",23-05-1953,0b7256d9f6b481d737bee4869e9134ac,1325396615,44.594456,-73.024653,0
Cassandra,Sanders,F,78117 George Mountains,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",13-04-1991,4e14f0bd0481beb88caa1dc4422ed8e6,1325396656,19.209212,-155.16214,0
Carl,Hernandez,M,9134 Darryl Flat Suite 916,Paulding,OH,45879,41.141,-84.5722,6284,Secondary school teacher,27-03-1936,111a72a1ee530e6f727d1fa0559bb271,1325396678,41.50568,-85.571276,0
Kenneth,Richards,M,994 Livingston Extensions Suite 918,Norwalk,OH,44857,41.2403,-82.6078,23805,Copy,22-02-1970,d6dd47916b80d5c0e23d9be8c2061200,1325396679,40.579001,-82.413607,0
Monique,Martin,F,68276 Matthew Springs,Ratcliff,TX,75858,31.3833,-95.0619,43,"Engineer, production",04-10-1949,6ea714860a3a1e76e20d92a5e7248956,1325396757,31.166149,-94.072786,0
Shannon,Patterson,F,9808 Ellis Bypass,Mount Morris,NY,14510,42.6835,-77.8664,4895,Acupuncturist,29-10-1958,cd9479f9c5f8761b0b880bedf7ac52e6,1325396778,42.162056,-77.311734,0
Scott,Edwards,M,838 Amy Street Suite 107,Pembroke,NC,28372,34.6902,-79.1834,14783,Hospital doctor,07-11-1955,7d855e56fef616313ba9f0668809b853,1325396788,34.847589,-79.06485,0
Justin,Bell,M,5323 Walker Island,Pittsburgh,PA,15217,40.4308,-79.9205,687276,"Scientist, marine",19-10-1973,8341177864874ea6f3a1d75ba7a52af5,1325396856,41.417998,-79.185322,0
Catherine,Weber,F,74890 Rodriguez Springs Apt. 540,West Henrietta,NY,14586,43.0397,-77.6871,10256,"Teacher, primary school",24-06-1968,b10a3e40fb309c41f26a2931d5ba4257,1325396903,43.115164,-77.44351,0
Christopher,Gomez,M,950 Dunn Squares,Tickfaw,LA,70466,30.5668,-90.482,8512,"Accountant, chartered public finance",03-09-1951,11b4fec912f072369826421882a5678c,1325396912,31.377997,-90.675927,0
Helen,Campbell,F,182 Sergio Summit Apt. 129,Browning,MO,64630,40.029,-93.1607,602,Cytogeneticist,14-07-1954,86cad0e7682a85fa6418dde1a0a33a44,1325397009,39.335685,-92.982647,0
Jennifer,Vance,F,13299 Patrick Terrace,Rhame,ND,58651,46.1664,-103.7079,475,Illustrator,10-11-1955,73236b79669ff6f3f55a0abe0feedf0c,1325397145,45.316176,-103.08214,0
Mary,Mcintyre,F,77921 Costa Villages,Eugene,OR,97403,44.0385,-123.0614,191096,"Scientist, physiological",06-04-1964,6e012022d698a9136bfac48be9b3d050,1325397159,43.659954,-123.848539,0
Jacob,Weber,M,29156 Mark Park Apt. 108,Utica,KS,67584,38.6411,-100.138,269,Product/process development scientist,11-11-1962,c4e2a3682bb5b5022d6dad8f0a536666,1325397171,38.605741,-99.447528,0
Taylor,Khan,F,658 Diane Glen Apt. 677,North Washington,PA,16048,41.0472,-79.8089,139,Patent attorney,25-05-1954,3431b5e0274f71c08a1ddff478f81ff7,1325397289,41.418846,-80.661913,0
Charles,Preston,M,5364 William Harbor,Seneca,WI,54654,43.2064,-90.9405,153,Quantity surveyor,14-02-1962,e295cc1366a11cdf38d625e256d04d6a,1325397304,43.718963,-90.833148,0
Monique,Martin,F,68276 Matthew Springs,Ratcliff,TX,75858,31.3833,-95.0619,43,"Engineer, production",04-10-1949,cdbd668742c4e8e059de79a008c4d4ab,1325397328,30.563223,-95.693082,0
Kathleen,Thompson,F,199 Patterson Fords Apt. 132,Naples,FL,34112,26.1184,-81.7361,276002,"Pilot, airline",23-06-1934,abdf7f8460f0e2e8a8e192900113949c,1325397377,26.599772,-80.87758,0
Terri,Bailey,F,508 Erin Mount,Daly City,CA,94015,37.6787,-122.478,107941,"Buyer, industrial",04-10-1991,5674d7c6891a3d5e9a9fa208730057a4,1325397414,38.544098,-123.311607,0
Kimberly,Miller,F,75533 Tamara Valleys,Logan,IL,62856,37.9943,-88.9417,324,"Scientist, research (physical sciences)",15-06-1976,f26d2d8fa1fb15ccb3b63952120a1e41,1325397414,37.878619,-89.903994,0
Robin,Smith,F,0537 Margaret Common Suite 526,Coleman,TX,76834,31.8287,-99.427,5908,Radio producer,05-04-1962,8a3917293f9dba242c76fde23b22f2a8,1325397415,31.915403,-98.614828,0
Justin,Bell,M,5323 Walker Island,Pittsburgh,PA,15217,40.4308,-79.9205,687276,"Scientist, marine",19-10-1973,e27267326e217aa525af1c85a09bd675,1325397418,41.113589,-80.195802,0
Tami,Forbes,F,5204 Robinson Plaza Suite 897,Barnstable,MA,2630,41.6983,-70.3001,1850,Counselling psychologist,29-12-1963,e573c48ad8ab15e0dc00e6533e0ec1dc,1325397514,40.894288,-70.390538,0
Cheryl,Morgan,F,7535 Amanda Manors Suite 293,Norman,AR,71960,34.4596,-93.6743,1383,Manufacturing engineer,11-09-1999,621ff2099ef3b8cf9a8082b41d434f37,1325397516,35.277366,-94.505159,0
Renee,Parrish,F,174 Jennifer Meadow Apt. 467,Mountain Park,OK,73559,34.7032,-98.9591,540,Research scientist (life sciences),12-10-1983,55693f69502f52a76dbc2ebf67137d46,1325397521,35.07159,-99.499248,0
Laura,Johns,F,95835 Garcia Rue,Arcadia,SC,29320,34.9572,-81.9916,530,Animal technologist,14-05-1989,dd4c0d7bd6a7a7d6f3afd0e35c2c8306,1325397563,35.5489,-81.291121,0
Amanda,Wheeler,F,329 Emily Cape,Cape Coral,FL,33909,26.6939,-81.9452,156391,Higher education careers adviser,09-02-1968,a2223d1f957b8950396a5fc124f7e9fd,1325397593,26.686504,-81.299918,0
Jason,Mcmahon,M,6385 Donald Square Suite 429,Springfield,VA,22151,38.8029,-77.2116,104396,Production engineer,20-11-1950,beef039aa24bdd71f3ff31a1beef1a28,1325397595,39.526893,-76.609434,0
Steven,Yoder,M,94975 David Mews Apt. 316,Summerfield,TX,79085,34.7437,-102.5064,53,Fisheries officer,19-06-1992,2c3e2971bce32564e41dba7253bad489,1325397637,34.404171,-103.162568,0
Lauren,Anderson,F,11014 Chad Lake Apt. 573,Heart Butte,MT,59448,48.2777,-112.8456,743,Water engineer,04-05-1972,1022ca6ba7f08dedc233a225d8d7c147,1325397812,47.930197,-112.320743,0
Ariana,Campbell,F,50932 Neal Valley,Daniels,WV,25832,37.7256,-81.1087,3994,"Biochemist, clinical",05-11-1936,8e42d90ca989c319a93eff927cf88d7d,1325398023,37.008141,-81.411206,0
Rita,Myers,F,75703 Hernandez Corner Suite 348,Tampa,FL,33620,28.06,-82.4079,717255,Waste management officer,16-09-1966,d425cdc46d2ba91c46389b1d78140100,1325398091,28.721023,-83.142164,0
Mary,Lewis,F,118 Justin Extension,Bay Minette,AL,36507,30.8635,-87.7644,19090,Science writer,30-05-1929,e7cc36ae49d5a706bab1280d4594b29a,1325398181,29.972385,-87.19384,0
Francisco,Hernandez,M,980 Smith Gardens,Gainesville,TX,76240,33.6547,-97.1583,26120,"Engineer, manufacturing",06-01-1954,41a58b8ea90976936a75896400cc6a3e,1325398183,33.900147,-98.117436,0
Kayla,Jones,F,6033 Young Track Suite 804,East Canaan,CT,6024,42.0158,-73.2913,647,Comptroller,26-09-1987,b50de2d8c81fa92a144c5169b675433c,1325398218,41.742354,-72.711546,0
Kathleen,Thompson,F,199 Patterson Fords Apt. 132,Naples,FL,34112,26.1184,-81.7361,276002,"Pilot, airline",23-06-1934,c405d025a611f4bce4201b7b540b32b8,1325398223,26.090246,-82.453504,0
Tommy,Dixon,M,8829 Steele Station,Dresden,KS,67635,39.6094,-100.4112,169,"Librarian, public",30-07-1953,faaf1f37fac40885dfcc91b599d41f35,1325398227,39.610886,-100.744194,0
Martin,Duarte,M,6251 Payne Flats Apt. 581,Luzerne,MI,48636,44.6001,-84.2931,864,General practice doctor,04-05-1942,4ea73b4db48c935b0e3c1451c5a5c619,1325398350,44.733358,-84.893102,0
Robert,Sanchez,M,7314 Johnson Square Apt. 296,Parkers Lake,KY,42634,36.8347,-84.4436,1565,"Designer, industrial/product",24-07-1968,8ede8dc6511d9b1f6eba6a226424f861,1325398440,35.945631,-83.733495,0
Stephen,Lopez,M,696 Matthew Ford Suite 157,Olmsted,IL,62970,37.1935,-89.0933,639,Mechanical engineer,01-08-1982,e49a40354e9df746dfde0a51f2800e79,1325398446,37.446584,-88.220133,0
Patricia,Mendoza,F,1683 Davidson Freeway,Mendon,UT,84325,41.71,-111.9817,2078,"Scientist, audiological",13-06-1963,dac965dc4f91c065fe36327431ead52a,1325398518,41.930677,-111.044483,0
Lisa,Mendez,F,44259 Beth Station Suite 215,Lahoma,OK,73754,36.385,-98.0727,1078,"Programme researcher, broadcasting/film/video",06-07-1952,cbf663d4480e0447c14c77d383fb5532,1325398536,36.120627,-97.940436,0
Dustin,Roberts,M,3283 James Station,Fayetteville,NC,28314,35.0583,-79.008,238602,"Scientist, research (maths)",14-05-1993,992cdd68eb8a0ab38a8bbd18d53f7db5,1325398579,34.170677,-78.082572,0
Melissa,Brown,F,330 Montoya Ramp,Washington,DC,20036,38.9087,-77.0414,601723,Prison officer,14-03-1986,ec33047979afefd685475b8628da70b5,1325398651,38.919299,-77.37165,0
Brooke,Smith,F,63542 Luna Brook Apt. 012,Notrees,TX,79759,31.8599,-102.7413,23,Cytogeneticist,15-09-1969,e6088d5563485a4f5a7de8308003b8ff,1325398676,31.40441,-102.658364,0
Tara,Richards,F,4879 Cristina Station,Keisterville,PA,15449,39.9636,-79.7853,184,Systems developer,04-11-1945,f313c791f5caa0eb9c5feb773524550b,1325398756,40.2586,-79.208633,0
Carrie,Lewis,F,28925 Powell Mountains Apt. 762,Pecos,TX,79772,31.4467,-103.5791,12747,"Merchandiser, retail",05-05-1987,eb6d76df190f74112bf7f013e5c0ceec,1325398789,31.153295,-104.021759,0
Erin,Chavez,F,3379 Williams Common,Littleton,CO,80120,39.5994,-105.0044,320420,Water engineer,31-07-1975,a5c13edd756f36c026630d13672974bd,1325398849,38.619691,-105.498059,0
Teresa,Stein,F,2838 White Fields Apt. 473,Brunson,SC,29911,32.9413,-81.1807,1725,Social researcher,05-12-1974,dff84789183257794d8c219fade852d8,1325398857,33.936761,-81.678842,0
Michael,Francis,M,1833 Jeanette Stravenue,Belgrade,MT,59714,45.7801,-111.1439,18182,"Engineer, drilling",29-06-1975,74efe7857ce5a772a98702ad34bd38dc,1325398879,46.567253,-111.692333,0
Joseph,Moody,M,5901 Foster Pine,Kenner,LA,70062,29.9912,-90.2479,68211,"Engineer, petroleum",23-04-1941,6c79af79df33fc648aefb07e81d8249c,1325398895,29.748642,-90.602809,0
John,Hudson,M,886 Nicole Key,Stillwater,OK,74074,36.1043,-97.0609,55345,Cabin crew,01-05-1948,531c8697863bc97863f26b99f3d66b64,1325398914,36.645091,-96.464764,0
John,Clarke,M,27909 Peter Motorway,Cadiz,KY,42211,36.802,-87.8286,13422,Commissioning editor,03-09-1961,27f52338c47a9470bd6814f35cd8310c,1325398974,36.121165,-88.509758,0
Mark,Tyler,M,82201 Bradley Radial Suite 703,Avera,GA,30803,33.141,-82.515,741,Claims inspector/assessor,28-04-1986,5a9bf6b3759f450b7790d9c70b28bb41,1325398976,33.44865,-82.696711,0
Stephanie,Gill,F,43039 Riley Greens Suite 393,Orient,WA,99160,48.8878,-118.2105,149,Special educational needs teacher,21-06-1978,c9235f76ecb45e67372d79ecac2ffb37,1325399087,49.513555,-117.819653,0
Christine,Burns,F,343 Hannah Parkway,Comfort,WV,25049,38.1372,-81.5962,630,Fine artist,30-07-1959,b47ec7498c7c19de4801a850b99c433f,1325399099,38.686653,-80.803493,0
Haley,Wagner,F,05561 Farrell Crescent,Annapolis,MD,21405,39.0305,-76.5515,92106,"Accountant, chartered certified",28-05-1943,1fad38cfc5cd86ef0a4f09a61f836c0d,1325399100,39.21153,-77.322292,0
Eric,Preston,M,7020 Doyle Stream Apt. 951,Mesa,ID,83643,44.6255,-116.4493,129,Cartographer,15-12-1965,606b05a976ee2bca7323d6afc85e63ce,1325399107,43.673602,-116.40606,0
Danielle,Walker,F,9824 Mitchell Run,Powell Butte,OR,97753,44.2415,-121.0113,2016,Local government officer,25-12-1953,d44f496e9daab912914ac9513b038df2,1325399140,44.245679,-121.333658,0
Edward,Tapia,M,354 Gutierrez Gateway,Comfrey,MN,56019,44.1111,-94.9134,914,Health and safety adviser,26-07-1944,0f415f73833f2a103103617e2884cd46,1325399191,43.989863,-95.473244,0
Bianca,Scott,F,9588 Cox Rapid Apt. 257,Atglen,PA,19310,39.9458,-75.9703,3066,Product manager,15-07-1928,50e96f9117c71c56bb609c1a95c44d56,1325399259,39.692008,-75.754022,0
Kimberly,Castro,F,588 Smith Lights Suite 786,Rosewood,OH,43070,40.2158,-83.9579,133,Professor Emeritus,29-01-1954,5950789796e17127817c883ac540a5f0,1325399311,40.684998,-83.147487,0
Drew,Garcia,M,70858 Jasmine Meadows Apt. 135,Lima,OH,45801,40.7641,-84.0973,86954,"Copywriter, advertising",23-07-1992,b864305de02997f61f35b994fc38c92d,1325399344,39.995553,-83.56832,0
Danielle,Yu,F,5395 Colon Burgs Suite 037,Thrall,TX,76578,30.592,-97.2893,1766,Press sub,02-01-1976,af4f7e2b4bd4af575f3c204b484c0a19,1325399363,31.070756,-96.972356,0
Lisa,Mendez,F,44259 Beth Station Suite 215,Lahoma,OK,73754,36.385,-98.0727,1078,"Programme researcher, broadcasting/film/video",06-07-1952,d7203e23d13fb7b6ec2e64e343491f14,1325399383,35.594928,-97.620498,0
William,Cannon,M,43809 Kenneth Circles Suite 152,Union,WV,24983,37.5802,-80.5248,2443,Chartered public finance accountant,16-10-1941,fbd262bbb6d156f57ee4868089051ccf,1325399467,38.06715,-79.888697,0
